,orientation,frame_id,case_id,dropped,left,right
142,grabbed_-_right,48,14,0.0,0.0,1.0
145,grabbed_-_right,49,14,0.0,0.0,1.0
148,grabbed_-_both,50,14,0.0,1.0,1.0
151,grabbed_-_left,51,14,0.0,1.0,0.0
154,grabbed_-_left,52,14,0.0,1.0,0.0
157,grabbed_-_right,53,14,0.0,0.0,1.0
160,grabbed_-_right,54,14,0.0,0.0,1.0
163,grabbed_-_right,55,14,0.0,0.0,1.0
166,grabbed_-_right,56,14,0.0,0.0,1.0
169,grabbed_-_right,57,14,0.0,0.0,1.0
172,grabbed_-_right,58,14,0.0,0.0,1.0
175,grabbed_-_both,59,14,0.0,1.0,1.0
178,grabbed_-_left,60,14,0.0,1.0,0.0
181,grabbed_-_both,61,14,0.0,1.0,1.0
184,grabbed_-_right,62,14,0.0,0.0,1.0
187,grabbed_-_right,63,14,0.0,0.0,1.0
190,grabbed_-_both,64,14,0.0,1.0,1.0
193,grabbed_-_left,65,14,0.0,1.0,0.0
196,grabbed_-_left,66,14,0.0,1.0,0.0
199,grabbed_-_left,67,14,0.0,1.0,0.0
202,grabbed_-_left,68,14,0.0,1.0,0.0
205,grabbed_-_left,69,14,0.0,1.0,0.0
208,grabbed_-_left,70,14,0.0,1.0,0.0
211,grabbed_-_left,71,14,0.0,1.0,0.0
214,grabbed_-_right,72,14,0.0,0.0,1.0
217,grabbed_-_right,73,14,0.0,0.0,1.0
220,grabbed_-_right,74,14,0.0,0.0,1.0
223,grabbed_-_right,75,14,0.0,0.0,1.0
226,grabbed_-_left,76,14,0.0,1.0,0.0
229,grabbed_-_left,77,14,0.0,1.0,0.0
232,grabbed_-_left,78,14,0.0,1.0,0.0
235,grabbed_-_right,79,14,0.0,0.0,1.0
238,grabbed_-_right,80,14,0.0,0.0,1.0
241,grabbed_-_right,81,14,0.0,0.0,1.0
244,grabbed_-_right,82,14,0.0,0.0,1.0
247,grabbed_-_right,83,14,0.0,0.0,1.0
250,grabbed_-_right,84,14,0.0,0.0,1.0
253,grabbed_-_right,85,14,0.0,0.0,1.0
256,grabbed_-_right,86,14,0.0,0.0,1.0
259,grabbed_-_both,87,14,0.0,1.0,1.0
262,grabbed_-_left,88,14,0.0,1.0,0.0
265,grabbed_-_left,89,14,0.0,1.0,0.0
268,grabbed_-_left,90,14,0.0,1.0,0.0
271,grabbed_-_left,91,14,0.0,1.0,0.0
274,grabbed_-_left,92,14,0.0,1.0,0.0
277,grabbed_-_left,93,14,0.0,1.0,0.0
280,grabbed_-_left,94,14,0.0,1.0,0.0
283,grabbed_-_left,95,14,0.0,1.0,0.0
286,grabbed_-_left,96,14,0.0,1.0,0.0
289,grabbed_-_right,97,14,0.0,0.0,1.0
292,grabbed_-_right,98,14,0.0,0.0,1.0
295,grabbed_-_both,99,14,0.0,1.0,1.0
298,grabbed_-_left,100,14,0.0,1.0,0.0
301,grabbed_-_left,101,14,0.0,1.0,0.0
304,grabbed_-_right,102,14,0.0,0.0,1.0
307,grabbed_-_right,103,14,0.0,0.0,1.0
310,grabbed_-_right,104,14,0.0,0.0,1.0
313,grabbed_-_right,105,14,0.0,0.0,1.0
316,grabbed_-_right,106,14,0.0,0.0,1.0
319,grabbed_-_right,107,14,0.0,0.0,1.0
322,grabbed_-_right,108,14,0.0,0.0,1.0
325,grabbed_-_right,109,14,0.0,0.0,1.0
328,grabbed_-_both,110,14,0.0,1.0,1.0
331,grabbed_-_left,111,14,0.0,1.0,0.0
333,grabbed_-_left,112,14,0.0,1.0,0.0
336,grabbed_-_left,113,14,0.0,1.0,0.0
339,grabbed_-_left,114,14,0.0,1.0,0.0
342,grabbed_-_left,115,14,0.0,1.0,0.0
345,grabbed_-_left,116,14,0.0,1.0,0.0
348,grabbed_-_left,117,14,0.0,1.0,0.0
351,grabbed_-_left,118,14,0.0,1.0,0.0
354,grabbed_-_left,119,14,0.0,1.0,0.0
357,grabbed_-_both,120,14,0.0,1.0,1.0
360,grabbed_-_right,121,14,0.0,0.0,1.0
363,grabbed_-_right,122,14,0.0,0.0,1.0
366,grabbed_-_right,123,14,0.0,0.0,1.0
369,grabbed_-_right,124,14,0.0,0.0,1.0
372,grabbed_-_right,125,14,0.0,0.0,1.0
375,grabbed_-_both,126,14,0.0,1.0,1.0
378,grabbed_-_left,127,14,0.0,1.0,0.0
381,grabbed_-_left,128,14,0.0,1.0,0.0
384,grabbed_-_left,129,14,0.0,1.0,0.0
387,grabbed_-_left,130,14,0.0,1.0,0.0
390,grabbed_-_left,131,14,0.0,1.0,0.0
393,grabbed_-_left,132,14,0.0,1.0,0.0
396,grabbed_-_left,133,14,0.0,1.0,0.0
399,grabbed_-_left,134,14,0.0,1.0,0.0
402,grabbed_-_left,135,14,0.0,1.0,0.0
405,grabbed_-_left,136,14,0.0,1.0,0.0
408,grabbed_-_left,137,14,0.0,1.0,0.0
411,grabbed_-_right,138,14,0.0,0.0,1.0
414,grabbed_-_right,139,14,0.0,0.0,1.0
417,grabbed_-_right,140,14,0.0,0.0,1.0
420,grabbed_-_right,141,14,0.0,0.0,1.0
423,grabbed_-_right,142,14,0.0,0.0,1.0
426,grabbed_-_right,143,14,0.0,0.0,1.0
429,dropped,144,14,1.0,0.0,0.0
432,dropped,145,14,1.0,0.0,0.0
435,dropped,146,14,1.0,0.0,0.0
438,dropped,147,14,1.0,0.0,0.0
441,dropped,148,14,1.0,0.0,0.0
444,dropped,149,14,1.0,0.0,0.0
2,dropped,1,16,1.0,0.0,0.0
5,dropped,2,16,1.0,0.0,0.0
8,grabbed_-_right,3,16,0.0,0.0,1.0
11,grabbed_-_both,4,16,0.0,1.0,1.0
14,grabbed_-_left,5,16,0.0,1.0,0.0
17,grabbed_-_left,6,16,0.0,1.0,0.0
20,grabbed_-_left,7,16,0.0,1.0,0.0
23,grabbed_-_left,8,16,0.0,1.0,0.0
26,grabbed_-_left,9,16,0.0,1.0,0.0
29,grabbed_-_right,10,16,0.0,0.0,1.0
32,grabbed_-_right,11,16,0.0,0.0,1.0
35,grabbed_-_both,12,16,0.0,1.0,1.0
38,grabbed_-_left,13,16,0.0,1.0,0.0
41,grabbed_-_left,14,16,0.0,1.0,0.0
44,grabbed_-_left,15,16,0.0,1.0,0.0
47,grabbed_-_left,16,16,0.0,1.0,0.0
50,grabbed_-_left,17,16,0.0,1.0,0.0
53,grabbed_-_left,18,16,0.0,1.0,0.0
56,grabbed_-_left,19,16,0.0,1.0,0.0
59,grabbed_-_left,20,16,0.0,1.0,0.0
62,grabbed_-_left,21,16,0.0,1.0,0.0
65,grabbed_-_left,22,16,0.0,1.0,0.0
68,grabbed_-_left,23,16,0.0,1.0,0.0
71,grabbed_-_left,24,16,0.0,1.0,0.0
74,grabbed_-_both,25,16,0.0,1.0,1.0
77,grabbed_-_right,26,16,0.0,0.0,1.0
80,grabbed_-_right,27,16,0.0,0.0,1.0
83,grabbed_-_right,28,16,0.0,0.0,1.0
86,grabbed_-_right,29,16,0.0,0.0,1.0
89,grabbed_-_right,30,16,0.0,0.0,1.0
92,grabbed_-_right,31,16,0.0,0.0,1.0
95,grabbed_-_right,32,16,0.0,0.0,1.0
98,grabbed_-_right,33,16,0.0,0.0,1.0
101,grabbed_-_both,34,16,0.0,1.0,1.0
104,grabbed_-_both,35,16,0.0,1.0,1.0
107,grabbed_-_both,36,16,0.0,1.0,1.0
110,grabbed_-_left,37,16,0.0,1.0,0.0
113,grabbed_-_left,38,16,0.0,1.0,0.0
116,grabbed_-_left,39,16,0.0,1.0,0.0
119,grabbed_-_left,40,16,0.0,1.0,0.0
122,grabbed_-_left,41,16,0.0,1.0,0.0
125,grabbed_-_left,42,16,0.0,1.0,0.0
128,grabbed_-_left,43,16,0.0,1.0,0.0
131,grabbed_-_left,44,16,0.0,1.0,0.0
134,grabbed_-_right,45,16,0.0,0.0,1.0
137,grabbed_-_right,46,16,0.0,0.0,1.0
140,grabbed_-_right,47,16,0.0,0.0,1.0
143,grabbed_-_right,48,16,0.0,0.0,1.0
146,grabbed_-_right,49,16,0.0,0.0,1.0
149,grabbed_-_right,50,16,0.0,0.0,1.0
152,grabbed_-_right,51,16,0.0,0.0,1.0
155,grabbed_-_right,52,16,0.0,0.0,1.0
158,grabbed_-_right,53,16,0.0,0.0,1.0
161,grabbed_-_both,54,16,0.0,1.0,1.0
164,grabbed_-_left,55,16,0.0,1.0,0.0
167,grabbed_-_left,56,16,0.0,1.0,0.0
170,grabbed_-_left,57,16,0.0,1.0,0.0
173,grabbed_-_left,58,16,0.0,1.0,0.0
176,grabbed_-_left,59,16,0.0,1.0,0.0
179,grabbed_-_left,60,16,0.0,1.0,0.0
182,grabbed_-_left,61,16,0.0,1.0,0.0
185,grabbed_-_left,62,16,0.0,1.0,0.0
188,grabbed_-_left,63,16,0.0,1.0,0.0
191,grabbed_-_left,64,16,0.0,1.0,0.0
194,grabbed_-_left,65,16,0.0,1.0,0.0
197,grabbed_-_left,66,16,0.0,1.0,0.0
200,grabbed_-_left,67,16,0.0,1.0,0.0
203,grabbed_-_left,68,16,0.0,1.0,0.0
206,grabbed_-_left,69,16,0.0,1.0,0.0
209,grabbed_-_left,70,16,0.0,1.0,0.0
212,grabbed_-_right,71,16,0.0,0.0,1.0
215,grabbed_-_right,72,16,0.0,0.0,1.0
218,grabbed_-_right,73,16,0.0,0.0,1.0
221,grabbed_-_left,74,16,0.0,1.0,0.0
224,grabbed_-_left,75,16,0.0,1.0,0.0
227,grabbed_-_both,76,16,0.0,1.0,1.0
230,grabbed_-_right,77,16,0.0,0.0,1.0
233,grabbed_-_right,78,16,0.0,0.0,1.0
236,grabbed_-_right,79,16,0.0,0.0,1.0
239,grabbed_-_right,80,16,0.0,0.0,1.0
242,grabbed_-_right,81,16,0.0,0.0,1.0
245,grabbed_-_right,82,16,0.0,0.0,1.0
248,grabbed_-_left,83,16,0.0,1.0,0.0
251,grabbed_-_left,84,16,0.0,1.0,0.0
254,grabbed_-_both,85,16,0.0,1.0,1.0
257,grabbed_-_left,86,16,0.0,1.0,0.0
260,grabbed_-_both,87,16,0.0,1.0,1.0
263,grabbed_-_right,88,16,0.0,0.0,1.0
266,grabbed_-_both,89,16,0.0,1.0,1.0
269,grabbed_-_left,90,16,0.0,1.0,0.0
272,grabbed_-_left,91,16,0.0,1.0,0.0
275,grabbed_-_left,92,16,0.0,1.0,0.0
278,grabbed_-_left,93,16,0.0,1.0,0.0
281,grabbed_-_left,94,16,0.0,1.0,0.0
284,grabbed_-_left,95,16,0.0,1.0,0.0
287,grabbed_-_left,96,16,0.0,1.0,0.0
290,grabbed_-_right,97,16,0.0,0.0,1.0
293,grabbed_-_right,98,16,0.0,0.0,1.0
296,grabbed_-_right,99,16,0.0,0.0,1.0
299,grabbed_-_right,100,16,0.0,0.0,1.0
302,grabbed_-_right,101,16,0.0,0.0,1.0
305,grabbed_-_right,102,16,0.0,0.0,1.0
308,grabbed_-_right,103,16,0.0,0.0,1.0
311,grabbed_-_right,104,16,0.0,0.0,1.0
314,grabbed_-_right,105,16,0.0,0.0,1.0
317,grabbed_-_right,106,16,0.0,0.0,1.0
320,grabbed_-_both,107,16,0.0,1.0,1.0
323,grabbed_-_left,108,16,0.0,1.0,0.0
326,grabbed_-_left,109,16,0.0,1.0,0.0
329,grabbed_-_left,110,16,0.0,1.0,0.0
332,grabbed_-_left,111,16,0.0,1.0,0.0
335,grabbed_-_left,112,16,0.0,1.0,0.0
338,grabbed_-_left,113,16,0.0,1.0,0.0
341,grabbed_-_left,114,16,0.0,1.0,0.0
344,grabbed_-_left,115,16,0.0,1.0,0.0
347,grabbed_-_left,116,16,0.0,1.0,0.0
350,grabbed_-_both,117,16,0.0,1.0,1.0
353,grabbed_-_right,118,16,0.0,0.0,1.0
356,grabbed_-_right,119,16,0.0,0.0,1.0
359,grabbed_-_right,120,16,0.0,0.0,1.0
362,grabbed_-_right,121,16,0.0,0.0,1.0
365,grabbed_-_right,122,16,0.0,0.0,1.0
368,grabbed_-_right,123,16,0.0,0.0,1.0
371,grabbed_-_right,124,16,0.0,0.0,1.0
374,grabbed_-_right,125,16,0.0,0.0,1.0
377,grabbed_-_right,126,16,0.0,0.0,1.0
380,grabbed_-_both,127,16,0.0,1.0,1.0
383,grabbed_-_left,128,16,0.0,1.0,0.0
386,grabbed_-_left,129,16,0.0,1.0,0.0
389,grabbed_-_left,130,16,0.0,1.0,0.0
392,grabbed_-_left,131,16,0.0,1.0,0.0
395,grabbed_-_left,132,16,0.0,1.0,0.0
398,grabbed_-_left,133,16,0.0,1.0,0.0
401,grabbed_-_left,134,16,0.0,1.0,0.0
404,grabbed_-_left,135,16,0.0,1.0,0.0
407,grabbed_-_left,136,16,0.0,1.0,0.0
410,grabbed_-_left,137,16,0.0,1.0,0.0
413,grabbed_-_left,138,16,0.0,1.0,0.0
416,grabbed_-_left,139,16,0.0,1.0,0.0
419,grabbed_-_left,140,16,0.0,1.0,0.0
422,grabbed_-_both,141,16,0.0,1.0,1.0
425,grabbed_-_right,142,16,0.0,0.0,1.0
428,grabbed_-_right,143,16,0.0,0.0,1.0
431,grabbed_-_left,144,16,0.0,1.0,0.0
434,grabbed_-_left,145,16,0.0,1.0,0.0
437,grabbed_-_left,146,16,0.0,1.0,0.0
440,grabbed_-_right,147,16,0.0,0.0,1.0
443,grabbed_-_right,148,16,0.0,0.0,1.0
446,grabbed_-_right,149,16,0.0,0.0,1.0
449,grabbed_-_right,150,16,0.0,0.0,1.0
452,grabbed_-_right,151,16,0.0,0.0,1.0
455,dropped,152,16,1.0,0.0,0.0
458,dropped,153,16,1.0,0.0,0.0
461,dropped,154,16,1.0,0.0,0.0
464,dropped,155,16,1.0,0.0,0.0
467,dropped,156,16,1.0,0.0,0.0
2,dropped,1,17,1.0,0.0,0.0
5,dropped,2,17,1.0,0.0,0.0
8,dropped,3,17,1.0,0.0,0.0
11,dropped,4,17,1.0,0.0,0.0
14,dropped,5,17,1.0,0.0,0.0
17,grabbed_-_right,6,17,0.0,0.0,1.0
20,grabbed_-_right,7,17,0.0,0.0,1.0
23,grabbed_-_right,8,17,0.0,0.0,1.0
26,grabbed_-_both,9,17,0.0,1.0,1.0
29,grabbed_-_left,10,17,0.0,1.0,0.0
32,grabbed_-_left,11,17,0.0,1.0,0.0
35,grabbed_-_left,12,17,0.0,1.0,0.0
38,grabbed_-_both,13,17,0.0,1.0,1.0
41,grabbed_-_right,14,17,0.0,0.0,1.0
44,grabbed_-_right,15,17,0.0,0.0,1.0
47,grabbed_-_both,16,17,0.0,1.0,1.0
49,grabbed_-_left,17,17,0.0,1.0,0.0
52,grabbed_-_left,18,17,0.0,1.0,0.0
55,grabbed_-_left,19,17,0.0,1.0,0.0
58,grabbed_-_left,20,17,0.0,1.0,0.0
61,grabbed_-_left,21,17,0.0,1.0,0.0
64,grabbed_-_left,22,17,0.0,1.0,0.0
67,grabbed_-_left,23,17,0.0,1.0,0.0
70,grabbed_-_right,24,17,0.0,0.0,1.0
73,grabbed_-_right,25,17,0.0,0.0,1.0
76,grabbed_-_right,26,17,0.0,0.0,1.0
79,grabbed_-_right,27,17,0.0,0.0,1.0
82,grabbed_-_right,28,17,0.0,0.0,1.0
85,grabbed_-_right,29,17,0.0,0.0,1.0
88,grabbed_-_right,30,17,0.0,0.0,1.0
91,grabbed_-_right,31,17,0.0,0.0,1.0
94,grabbed_-_both,32,17,0.0,1.0,1.0
97,grabbed_-_left,33,17,0.0,1.0,0.0
100,grabbed_-_left,34,17,0.0,1.0,0.0
103,grabbed_-_left,35,17,0.0,1.0,0.0
106,grabbed_-_left,36,17,0.0,1.0,0.0
109,grabbed_-_left,37,17,0.0,1.0,0.0
112,grabbed_-_left,38,17,0.0,1.0,0.0
115,grabbed_-_left,39,17,0.0,1.0,0.0
118,grabbed_-_left,40,17,0.0,1.0,0.0
121,grabbed_-_right,41,17,0.0,0.0,1.0
124,grabbed_-_right,42,17,0.0,0.0,1.0
127,grabbed_-_right,43,17,0.0,0.0,1.0
130,grabbed_-_right,44,17,0.0,0.0,1.0
133,grabbed_-_right,45,17,0.0,0.0,1.0
136,grabbed_-_right,46,17,0.0,0.0,1.0
139,grabbed_-_right,47,17,0.0,0.0,1.0
142,grabbed_-_both,48,17,0.0,1.0,1.0
145,grabbed_-_left,49,17,0.0,1.0,0.0
148,grabbed_-_left,50,17,0.0,1.0,0.0
151,grabbed_-_both,51,17,0.0,1.0,1.0
154,grabbed_-_both,52,17,0.0,1.0,1.0
157,grabbed_-_left,53,17,0.0,1.0,0.0
160,grabbed_-_left,54,17,0.0,1.0,0.0
163,grabbed_-_left,55,17,0.0,1.0,0.0
166,grabbed_-_left,56,17,0.0,1.0,0.0
169,grabbed_-_left,57,17,0.0,1.0,0.0
172,grabbed_-_left,58,17,0.0,1.0,0.0
175,grabbed_-_right,59,17,0.0,0.0,1.0
178,grabbed_-_right,60,17,0.0,0.0,1.0
181,grabbed_-_right,61,17,0.0,0.0,1.0
184,grabbed_-_right,62,17,0.0,0.0,1.0
187,grabbed_-_right,63,17,0.0,0.0,1.0
190,grabbed_-_right,64,17,0.0,0.0,1.0
193,grabbed_-_right,65,17,0.0,0.0,1.0
196,grabbed_-_right,66,17,0.0,0.0,1.0
199,grabbed_-_right,67,17,0.0,0.0,1.0
202,grabbed_-_right,68,17,0.0,0.0,1.0
205,grabbed_-_left,69,17,0.0,1.0,0.0
208,grabbed_-_left,70,17,0.0,1.0,0.0
211,grabbed_-_left,71,17,0.0,1.0,0.0
214,grabbed_-_left,72,17,0.0,1.0,0.0
217,grabbed_-_left,73,17,0.0,1.0,0.0
220,grabbed_-_left,74,17,0.0,1.0,0.0
223,grabbed_-_left,75,17,0.0,1.0,0.0
226,grabbed_-_left,76,17,0.0,1.0,0.0
229,grabbed_-_left,77,17,0.0,1.0,0.0
232,grabbed_-_right,78,17,0.0,0.0,1.0
235,grabbed_-_right,79,17,0.0,0.0,1.0
238,grabbed_-_right,80,17,0.0,0.0,1.0
241,grabbed_-_right,81,17,0.0,0.0,1.0
244,grabbed_-_right,82,17,0.0,0.0,1.0
247,grabbed_-_right,83,17,0.0,0.0,1.0
250,grabbed_-_right,84,17,0.0,0.0,1.0
253,grabbed_-_right,85,17,0.0,0.0,1.0
256,grabbed_-_right,86,17,0.0,0.0,1.0
259,grabbed_-_right,87,17,0.0,0.0,1.0
262,grabbed_-_right,88,17,0.0,0.0,1.0
265,grabbed_-_right,89,17,0.0,0.0,1.0
268,grabbed_-_both,90,17,0.0,1.0,1.0
271,grabbed_-_left,91,17,0.0,1.0,0.0
274,grabbed_-_left,92,17,0.0,1.0,0.0
277,grabbed_-_both,93,17,0.0,1.0,1.0
280,grabbed_-_right,94,17,0.0,0.0,1.0
283,grabbed_-_left,95,17,0.0,1.0,0.0
286,grabbed_-_left,96,17,0.0,1.0,0.0
289,grabbed_-_right,97,17,0.0,0.0,1.0
292,grabbed_-_both,98,17,0.0,1.0,1.0
295,grabbed_-_left,99,17,0.0,1.0,0.0
298,grabbed_-_left,100,17,0.0,1.0,0.0
301,grabbed_-_left,101,17,0.0,1.0,0.0
304,grabbed_-_left,102,17,0.0,1.0,0.0
307,grabbed_-_left,103,17,0.0,1.0,0.0
310,grabbed_-_left,104,17,0.0,1.0,0.0
313,grabbed_-_left,105,17,0.0,1.0,0.0
316,grabbed_-_right,106,17,0.0,0.0,1.0
319,grabbed_-_right,107,17,0.0,0.0,1.0
322,grabbed_-_right,108,17,0.0,0.0,1.0
325,grabbed_-_right,109,17,0.0,0.0,1.0
328,grabbed_-_right,110,17,0.0,0.0,1.0
331,grabbed_-_right,111,17,0.0,0.0,1.0
334,grabbed_-_right,112,17,0.0,0.0,1.0
337,grabbed_-_both,113,17,0.0,1.0,1.0
340,grabbed_-_left,114,17,0.0,1.0,0.0
343,grabbed_-_left,115,17,0.0,1.0,0.0
346,grabbed_-_left,116,17,0.0,1.0,0.0
349,grabbed_-_left,117,17,0.0,1.0,0.0
352,grabbed_-_left,118,17,0.0,1.0,0.0
355,grabbed_-_left,119,17,0.0,1.0,0.0
358,grabbed_-_both,120,17,0.0,1.0,1.0
361,grabbed_-_right,121,17,0.0,0.0,1.0
364,grabbed_-_right,122,17,0.0,0.0,1.0
367,grabbed_-_right,123,17,0.0,0.0,1.0
370,grabbed_-_right,124,17,0.0,0.0,1.0
373,grabbed_-_left,125,17,0.0,1.0,0.0
376,grabbed_-_both,126,17,0.0,1.0,1.0
379,grabbed_-_right,127,17,0.0,0.0,1.0
382,grabbed_-_right,128,17,0.0,0.0,1.0
385,grabbed_-_right,129,17,0.0,0.0,1.0
388,grabbed_-_right,130,17,0.0,0.0,1.0
391,dropped,131,17,1.0,0.0,0.0
394,dropped,132,17,1.0,0.0,0.0
397,dropped,133,17,1.0,0.0,0.0
400,dropped,134,17,1.0,0.0,0.0
0,grabbed_-_left,1,18,0.0,1.0,0.0
3,grabbed_-_left,2,18,0.0,1.0,0.0
6,grabbed_-_left,3,18,0.0,1.0,0.0
9,grabbed_-_left,4,18,0.0,1.0,0.0
12,grabbed_-_left,5,18,0.0,1.0,0.0
15,grabbed_-_left,6,18,0.0,1.0,0.0
18,grabbed_-_right,7,18,0.0,0.0,1.0
21,grabbed_-_both,8,18,0.0,1.0,1.0
24,grabbed_-_left,9,18,0.0,1.0,0.0
27,grabbed_-_left,10,18,0.0,1.0,0.0
30,grabbed_-_left,11,18,0.0,1.0,0.0
33,grabbed_-_left,12,18,0.0,1.0,0.0
36,grabbed_-_left,13,18,0.0,1.0,0.0
39,grabbed_-_left,14,18,0.0,1.0,0.0
42,grabbed_-_left,15,18,0.0,1.0,0.0
45,grabbed_-_right,16,18,0.0,0.0,1.0
48,grabbed_-_right,17,18,0.0,0.0,1.0
51,grabbed_-_both,18,18,0.0,1.0,1.0
54,dropped,19,18,1.0,0.0,0.0
57,dropped,20,18,1.0,0.0,0.0
60,grabbed_-_left,21,18,0.0,1.0,0.0
63,grabbed_-_left,22,18,0.0,1.0,0.0
66,grabbed_-_right,23,18,0.0,0.0,1.0
69,grabbed_-_right,24,18,0.0,0.0,1.0
72,grabbed_-_right,25,18,0.0,0.0,1.0
75,grabbed_-_right,26,18,0.0,0.0,1.0
78,grabbed_-_right,27,18,0.0,0.0,1.0
0,dropped,1,19,1.0,0.0,0.0
3,dropped,2,19,1.0,0.0,0.0
6,dropped,3,19,1.0,0.0,0.0
9,dropped,4,19,1.0,0.0,0.0
12,dropped,5,19,1.0,0.0,0.0
15,dropped,6,19,1.0,0.0,0.0
18,grabbed_-_right,7,19,0.0,0.0,1.0
21,grabbed_-_right,8,19,0.0,0.0,1.0
24,grabbed_-_both,9,19,0.0,1.0,1.0
27,grabbed_-_left,10,19,0.0,1.0,0.0
30,grabbed_-_left,11,19,0.0,1.0,0.0
32,grabbed_-_left,12,19,0.0,1.0,0.0
35,grabbed_-_left,13,19,0.0,1.0,0.0
37,grabbed_-_left,14,19,0.0,1.0,0.0
40,grabbed_-_left,15,19,0.0,1.0,0.0
43,grabbed_-_right,16,19,0.0,0.0,1.0
46,grabbed_-_right,17,19,0.0,0.0,1.0
49,grabbed_-_left,18,19,0.0,1.0,0.0
51,grabbed_-_left,19,19,0.0,1.0,0.0
53,grabbed_-_left,20,19,0.0,1.0,0.0
55,grabbed_-_left,21,19,0.0,1.0,0.0
57,grabbed_-_left,22,19,0.0,1.0,0.0
59,grabbed_-_left,23,19,0.0,1.0,0.0
62,grabbed_-_left,24,19,0.0,1.0,0.0
65,grabbed_-_left,25,19,0.0,1.0,0.0
68,grabbed_-_both,26,19,0.0,1.0,1.0
71,grabbed_-_right,27,19,0.0,0.0,1.0
74,grabbed_-_right,28,19,0.0,0.0,1.0
77,grabbed_-_left,29,19,0.0,1.0,0.0
79,grabbed_-_left,30,19,0.0,1.0,0.0
82,grabbed_-_left,31,19,0.0,1.0,0.0
84,grabbed_-_left,32,19,0.0,1.0,0.0
87,grabbed_-_left,33,19,0.0,1.0,0.0
90,grabbed_-_left,34,19,0.0,1.0,0.0
93,grabbed_-_right,35,19,0.0,0.0,1.0
96,grabbed_-_right,36,19,0.0,0.0,1.0
99,grabbed_-_right,37,19,0.0,0.0,1.0
102,grabbed_-_right,38,19,0.0,0.0,1.0
104,grabbed_-_right,39,19,0.0,0.0,1.0
107,grabbed_-_right,40,19,0.0,0.0,1.0
110,grabbed_-_both,41,19,0.0,1.0,1.0
113,grabbed_-_left,42,19,0.0,1.0,0.0
116,grabbed_-_left,43,19,0.0,1.0,0.0
119,grabbed_-_left,44,19,0.0,1.0,0.0
122,grabbed_-_left,45,19,0.0,1.0,0.0
125,grabbed_-_right,46,19,0.0,0.0,1.0
128,grabbed_-_right,47,19,0.0,0.0,1.0
131,grabbed_-_right,48,19,0.0,0.0,1.0
134,grabbed_-_left,49,19,0.0,1.0,0.0
137,grabbed_-_left,50,19,0.0,1.0,0.0
139,grabbed_-_left,51,19,0.0,1.0,0.0
141,grabbed_-_left,52,19,0.0,1.0,0.0
143,grabbed_-_left,53,19,0.0,1.0,0.0
145,grabbed_-_left,54,19,0.0,1.0,0.0
147,grabbed_-_left,55,19,0.0,1.0,0.0
150,grabbed_-_left,56,19,0.0,1.0,0.0
153,grabbed_-_both,57,19,0.0,1.0,1.0
156,grabbed_-_right,58,19,0.0,0.0,1.0
159,grabbed_-_right,59,19,0.0,0.0,1.0
162,grabbed_-_both,60,19,0.0,1.0,1.0
165,grabbed_-_left,61,19,0.0,1.0,0.0
168,grabbed_-_right,62,19,0.0,0.0,1.0
171,grabbed_-_right,63,19,0.0,0.0,1.0
173,grabbed_-_right,64,19,0.0,0.0,1.0
176,grabbed_-_right,65,19,0.0,0.0,1.0
179,grabbed_-_right,66,19,0.0,0.0,1.0
182,grabbed_-_right,67,19,0.0,0.0,1.0
185,grabbed_-_right,68,19,0.0,0.0,1.0
188,grabbed_-_right,69,19,0.0,0.0,1.0
191,grabbed_-_both,70,19,0.0,1.0,1.0
194,grabbed_-_left,71,19,0.0,1.0,0.0
197,grabbed_-_right,72,19,0.0,0.0,1.0
200,grabbed_-_both,73,19,0.0,1.0,1.0
203,grabbed_-_both,74,19,0.0,1.0,1.0
206,grabbed_-_left,75,19,0.0,1.0,0.0
208,grabbed_-_left,76,19,0.0,1.0,0.0
210,grabbed_-_left,77,19,0.0,1.0,0.0
212,grabbed_-_left,78,19,0.0,1.0,0.0
214,grabbed_-_left,79,19,0.0,1.0,0.0
216,grabbed_-_left,80,19,0.0,1.0,0.0
219,grabbed_-_left,81,19,0.0,1.0,0.0
222,grabbed_-_left,82,19,0.0,1.0,0.0
225,grabbed_-_left,83,19,0.0,1.0,0.0
227,grabbed_-_left,84,19,0.0,1.0,0.0
230,grabbed_-_left,85,19,0.0,1.0,0.0
233,grabbed_-_right,86,19,0.0,0.0,1.0
236,grabbed_-_right,87,19,0.0,0.0,1.0
239,grabbed_-_right,88,19,0.0,0.0,1.0
242,grabbed_-_left,89,19,0.0,1.0,0.0
245,grabbed_-_left,90,19,0.0,1.0,0.0
248,grabbed_-_left,91,19,0.0,1.0,0.0
251,grabbed_-_both,92,19,0.0,1.0,1.0
254,grabbed_-_right,93,19,0.0,0.0,1.0
257,grabbed_-_right,94,19,0.0,0.0,1.0
260,grabbed_-_right,95,19,0.0,0.0,1.0
263,grabbed_-_right,96,19,0.0,0.0,1.0
266,grabbed_-_right,97,19,0.0,0.0,1.0
269,grabbed_-_right,98,19,0.0,0.0,1.0
272,grabbed_-_right,99,19,0.0,0.0,1.0
275,grabbed_-_right,100,19,0.0,0.0,1.0
278,grabbed_-_right,101,19,0.0,0.0,1.0
281,grabbed_-_left,102,19,0.0,1.0,0.0
284,grabbed_-_left,103,19,0.0,1.0,0.0
286,grabbed_-_left,104,19,0.0,1.0,0.0
